ST_CASE,MONTH,DAY,HOUR
190220,9,15,14
190221,9,26,1
190222,9,17,20
190223,9,27,17
190224,9,20,11
190225,10,5,5
190226,10,5,17
190227,8,6,3
190228,9,10,3
190229,8,29,19
190230,9,13,19
190231,10,7,14
190232,10,9,14
190233,10,10,9
190234,9,7,19
190235,10,3,18
190236,10,9,18
190237,10,12,7
190238,10,16,15
190239,10,17,6
190240,10,17,8
190241,10,18,19
190242,10,19,17
190243,10,1,14
190244,9,24,18
190245,10,15,20
190246,10,26,19
190247,9,22,20
190248,10,30,3
190249,11,3,14
190250,11,4,18
190251,11,4,8
190252,11,7,13
190253,10,15,12
190254,10,8,16
190255,10,17,23
190256,10,21,16
190257,10,21,16
190258,10,23,4
190259,9,19,20
190260,11,4,23
190261,11,9,17
190262,10,15,22
190263,11,11,19
190264,9,21,20
190265,9,22,5
190266,11,10,16
190267,10,29,2
190268,10,25,17
190269,11,14,7
190270,11,15,5
190271,11,24,2
190272,10,31,2
190274,11,26,16
190275,10,1,10
190276,10,10,9
190277,10,24,21
190278,10,30,0
190279,11,21,18
190280,11,27,9
190281,11,25,19
190282,11,28,17
190283,12,1,18
190284,11,26,17
190285,12,5,11
190286,11,21,7
190287,11,23,15
190288,12,7,14
190289,12,8,12
190290,11,1,21
190291,12,6,6
190292,12,12,11
190293,12,9,9
190294,12,12,20
190295,12,13,18
190296,12,14,7
190297,12,15,12
190298,12,6,13
190299,12,11,18
190300,12,25,2
190301,12,29,9
190302,12,15,5
190303,12,13,17
190304,12,29,15
190305,12,19,13
190306,12,26,20
190307,12,12,17
190308,5,6,21
200001,1,1,17
200002,1,1,0
200003,1,3,7
200004,1,11,8
200005,1,14,17
200006,1,7,9
200007,1,25,10
200008,1,29,0
200009,1,25,16
200010,1,14,8
200011,2,12,8
200012,2,15,9
200013,1,15,12
200014,2,16,23
200015,1,1,0
200016,2,19,5
200017,2,22,20
200018,2,11,20
200019,2,23,17
200020,2,26,12
200021,3,2,16
200022,1,13,12
200023,1,24,2
200024,3,2,15
200025,3,10,8
200026,1,17,9
200027,1,17,14
200028,3,6,16
200029,1,22,2
200030,3,9,15
200032,3,19,13
200033,3,12,15
200034,1,30,18
200035,1,24,21
200036,2,25,17
200037,2,19,22
200038,3,19,16
200039,1,13,19
200040,2,3,10
200041,1,16,21
200042,2,1,12
200043,1,22,21
200044,2,27,3
200045,4,1,20
200046,2,26,99
200047,3,27,9
200048,3,31,7
200049,3,24,22
200050,3,14,14
200051,1,1,1
200052,3,25,22
200053,3,31,7
200054,4,3,0
200055,4,8,18
200057,3,29,7
200059,3,16,15
200061,3,26,11
200062,4,11,13
200063,3,2,14
200064,2,24,12
200065,3,12,22
200067,5,18,8
200068,5,14,17
200069,5,9,19
200070,4,3,4
200071,4,10,6
200072,3,22,20
200073,4,4,11
200074,4,13,17
200075,4,20,16
200076,2,18,11
200077,1,1,16
200078,3,14,6
200079,4,14,7
200080,4,10,1
200082,4,9,8
200083,4,5,6
200084,4,28,4
200085,4,24,4
200086,2,4,16
200087,4,15,12
200088,5,19,14
200089,5,13,14
200090,5,15,21
200091,5,17,16
200092,5,18,1
200093,5,12,10
200094,5,28,15
200095,5,29,0
200096,5,13,8
200097,5,16,18
200098,5,26,16
200099,5,10,12
200100,5,24,17
200101,6,11,1
200102,5,14,4
200103,5,3,20
200104,5,15,10
200105,3,26,21
200106,5,13,20
200107,5,16,20
200108,5,5,12
200109,6,8,12
200110,6,13,23
200111,6,10,14
200112,6,17,19
200113,3,15,14
200115,6,19,21
200117,3,25,14
200118,6,13,15
200119,3,19,20
200120,6,3,17
200121,3,18,7
200122,6,2,10
200123,4,25,21
200124,6,7,18
200125,6,3,17
200126,6,6,12
200127,6,12,19
200128,6,25,21
200131,6,8,19
200133,6,19,2
200134,6,30,15
200135,6,8,8
200136,6,10,23
200137,2,1,14
200138,6,5,18
200139,7,7,8
200140,6,16,16
200141,7,5,11
200142,7,6,10
200143,7,16,15
200144,6,30,6
200145,6,4,5
200146,6,14,8
200147,4,23,20
200148,5,10,17
200150,4,21,5
200151,7,6,14
200152,6,27,3
200153,6,30,18
200154,7,17,2
200155,7,18,14
200156,7,14,18
200157,7,11,9
200158,6,8,21
200159,7,5,3
200160,6,2,9
200161,7,27,5
200162,6,5,21
200163,6,20,19
200164,7,6,11
200165,6,22,21
200166,3,14,20
200167,7,10,0
200168,7,20,22
200169,5,27,10
200170,8,6,9
200172,6,12,10
200173,6,6,9
200174,5,18,21
200175,6,18,10
200176,8,1,17
200177,8,6,22
200178,8,14,14
200179,1,16,16
200180,2,21,1
200181,3,15,0
200182,4,16,2
200183,4,21,9
200184,5,14,1
200185,6,28,16
200186,3,13,21
200187,6,22,20
200188,5,15,3
200189,8,4,23
200190,6,17,4
200191,7,23,18
200192,8,3,14
200193,8,8,19
200194,8,11,11
200195,8,17,12
200196,7,4,17
200197,8,22,0
200198,8,10,17
200199,8,20,10
200200,8,17,14
200201,8,13,21
200202,6,29,7
200203,7,14,15
200204,5,14,9
200205,8,4,22
200206,6,21,18
200207,7,10,16
200208,8,16,16
200209,6,22,19
200210,9,5,13
200211,3,28,16
200213,7,24,9
200214,7,31,18
200215,8,4,20
200216,8,7,18
200217,8,5,22
200218,8,12,14
200219,8,20,14
200220,8,26,10
200221,9,9,23
200224,9,4,20
200225,9,4,7
200226,8,9,14
200228,9,17,20
200229,9,16,23
200230,9,4,14
200231,4,30,21
200232,6,26,21
200233,9,17,14
200234,5,1,2
200235,9,12,18
200236,9,19,7
200237,9,13,7
200238,7,20,7
200239,9,17,17
200240,9,20,6
200242,9,29,6
200244,9,20,15
200245,9,27,5
200246,9,24,8
200247,9,25,19
200248,5,9,13
200249,8,31,20
200250,9,1,13
200251,9,3,14
200252,9,4,12
200253,9,10,11
200254,9,14,0
200255,9,21,15
200256,9,24,13
200257,8,30,7
200258,9,27,20
200259,9,28,11
200260,9,17,22
200261,10,11,15
200262,10,9,99
200263,10,1,99
200264,10,15,16
200265,10,17,16
200266,10,16,15
200267,10,15,12
200268,10,16,99
200269,5,29,2
200270,9,4,19
200271,9,16,3
200272,9,30,14
200273,10,7,21
200276,10,12,22
200277,7,30,23
200278,8,21,23
200279,9,14,8
200280,10,7,13
200281,10,11,20
200282,10,18,19
200283,10,12,18
200285,10,27,21
200286,10,15,12
200287,10,10,18
200288,11,3,1
200290,10,19,12
200291,11,4,14
200292,10,27,5
200293,10,8,9
200294,10,19,14
200295,10,10,7
200296,10,19,13
200297,11,7,11
200298,9,27,7
200299,10,29,22
200301,11,3,9
200302,9,3,8
200303,11,5,9
200304,10,22,21
200305,10,2,1
200306,10,20,19
200307,10,29,13
200309,11,10,19
200310,10,7,11
200311,10,27,2
200312,11,5,9
200313,11,2,22
200314,10,11,19
200315,11,10,18
200316,11,21,16
200317,11,21,19
200318,11,20,18
200319,11,26,2
200320,11,6,10
200321,11,7,18
200322,12,5,23
200323,11,20,6
200324,11,26,17
200325,11,17,19
200326,9,4,0
200327,8,30,16
200328,10,5,8
200329,11,6,19
200330,11,12,3
200331,11,12,22
200332,11,27,0
200333,12,1,13
200334,12,2,15
200335,12,5,15
200336,12,15,0
200337,12,6,9
200338,11,25,13
200339,12,7,14
200340,12,8,22
200342,11,10,5
200343,9,24,22
200344,10,14,17
200345,9,9,7
200346,12,4,14
200347,12,13,20
200348,12,15,19
200350,10,4,19
200351,12,11,6
200352,12,17,1
200353,12,24,21
200354,12,26,19
200355,11,26,21
200356,12,16,16
200357,12,26,1
200358,12,21,21
200359,12,24,15
200361,12,21,13
200362,12,4,17
200363,12,24,18
200364,12,8,14
200365,12,29,23
200366,12,20,11
200368,12,21,17
200369,12,31,21
200370,12,31,4
200371,12,21,19
200372,10,29,18
200373,7,9,2
200374,11,23,10
200375,12,21,17
200377,12,21,18
200378,12,30,5
200379,5,29,99
200380,10,26,11
200381,8,21,6
200383,10,14,7
200384,12,25,2
200385,11,26,20
200386,12,23,16
200387,11,1,17
200388,12,10,23
200390,5,8,2
200391,11,15,19
200392,3,28,16
200393,3,3,22
200394,5,28,23
200395,2,21,18
200397,12,21,13
210001,1,1,12
210002,1,3,11
210003,1,4,8
210005,1,8,3
210006,1,10,10
210007,1,11,14
210008,1,8,1
210009,1,12,11
210010,1,14,7
210011,1,14,19
210012,1,16,13
210013,1,17,11
210014,1,12,6
210015,1,18,2
210016,1,18,23
210017,1,19,17
210018,1,21,1
210019,1,21,18
210020,1,24,17
210021,1,25,11
210022,1,20,20
210023,1,27,14
210024,1,27,17
210025,1,1,10
210026,1,1,19
210027,1,2,5
210028,1,6,16
210030,1,7,15
210031,1,31,6
210032,1,31,18
210033,1,27,7
210034,1,29,21
210035,1,31,4
210036,1,28,12
210037,1,22,18
210038,1,24,14
210039,1,27,21
210040,1,28,5
210041,1,28,18
210042,1,31,5
210043,1,27,18
210044,1,6,12
210045,1,24,16
210046,2,1,12
210047,2,2,19
210048,2,2,19
210049,2,4,21
210050,2,5,1
210051,2,5,19
210052,2,9,5
210053,2,9,10
210054,2,12,0
210055,2,12,5
210056,2,3,17
210057,2,14,14
210058,2,15,18
210059,2,17,8
210060,2,21,13
210061,2,8,9
210062,2,9,13
210063,2,9,21
210064,2,10,16
210065,2,22,20
210066,2,23,22
210067,2,6,18
210068,2,13,3
210069,2,21,20
210070,2,24,4
210071,2,24,6
210072,2,24,8
210073,2,25,15
210074,2,27,2
210075,2,27,15
210076,2,24,19
210077,2,16,18
210078,2,19,21
210079,2,22,0
210080,2,23,20
210081,2,28,19
210082,2,22,20
210083,2,27,18
210084,1,30,13
210085,2,15,15
210086,2,22,12
210087,1,29,14
210088,1,15,16
210089,1,20,7
210090,2,16,16
210091,2,1,11
210092,1,11,11
210093,3,2,15
210094,3,3,16
210095,3,4,13
210096,3,4,14
210097,3,4,23
210098,3,5,0
210099,3,5,21
210100,3,5,21
210101,3,6,11
210102,3,6,21
210103,3,7,2
210104,3,7,3
210105,3,7,6
210106,3,11,20
210107,3,13,13
210108,3,10,12
210109,3,10,20
210110,3,14,5
210111,3,16,6
210112,3,2,12
210114,3,17,0
210115,3,17,20
210116,3,17,20
210117,3,19,3
210118,3,19,16
210119,3,19,23
210120,3,20,10
210121,3,20,19
210122,3,16,14
210123,3,22,17
210124,3,15,18
210125,3,21,8
210126,3,23,12
210127,3,13,3
210128,3,24,4
210129,3,25,23
210130,3,27,13
210131,3,27,2
210132,3,23,12
210133,3,21,9
210134,3,27,12
210135,3,31,5
210136,3,28,15
210137,3,23,22
210138,3,20,19
210139,3,22,18
210140,3,30,6
210141,3,30,14
210142,3,30,17
210143,3,31,21
210144,3,12,0
210145,4,2,1
210146,4,3,5
210147,4,4,18
210148,4,6,8
210149,4,7,0
210150,4,6,0
210151,4,8,16
210152,4,10,19
210153,4,7,11
210154,4,11,17
210155,4,4,21
210156,4,14,23
210157,4,15,23
210158,4,19,16
210159,4,1,3
210160,4,7,2
210161,4,9,12
210162,4,15,20
210163,4,17,8
210164,4,20,15
210165,4,18,22
210166,4,21,19
210167,4,11,13
210168,4,23,13
210169,4,23,18
210170,4,23,23
210171,4,24,14
210172,4,24,16
210173,4,21,15
210174,4,22,10
210175,4,26,6
210177,4,19,10
210178,4,20,9
210179,4,26,21
210180,4,28,16
210181,4,29,15
210182,4,30,2
210183,4,1,20
210184,4,28,20
210185,2,28,10
210186,4,23,11
210187,4,27,20
210188,4,30,8
210189,4,18,16
210190,4,14,15
210191,4,23,19
210192,3,5,21
210193,5,1,11
210194,5,1,19
210195,5,2,16
210196,5,3,0
210197,5,5,9
210198,5,6,5
210199,5,6,9
210200,5,6,12
210201,5,6,14
210202,5,7,23
210203,5,9,2
210204,5,7,23
210205,5,8,9
210206,5,13,14
210207,5,14,23
210208,5,15,2
210209,5,16,14
210210,5,15,3
210211,5,18,0
210212,5,18,0
210213,5,6,15
210214,5,7,20
210215,5,23,15
210216,5,22,6
210217,5,25,8
210218,5,25,18
210219,5,22,20
210220,5,27,14
210221,5,29,17
210222,5,30,22
210223,5,24,16
210224,5,5,14
210225,5,21,10
210226,5,26,17
210227,5,28,2
210228,5,29,0
210229,5,10,7
210230,5,27,22
210231,5,25,8
210233,5,18,13
210234,5,21,1
210235,5,31,12
210236,5,18,13
210237,5,29,17
210238,5,16,20
210239,6,5,13
210240,6,5,14
210241,6,6,11
210242,6,7,13
210243,6,4,5
210244,6,6,23
210245,6,8,12
210246,6,9,10
210247,6,11,11
210248,6,9,15
210249,6,9,16
210250,6,13,15
210251,6,13,23
210252,6,14,7
210253,6,15,2
210254,6,16,11
210255,6,14,20
210256,6,18,17
210257,6,18,20
210258,6,17,6
210259,6,7,11
210260,6,3,12
210261,6,2,20
210262,6,22,10
210263,6,22,12
210264,6,16,0
210265,6,25,17
210266,6,27,20
210267,6,24,21
210268,6,28,13
210269,6,27,20
210270,6,29,5
210271,6,1,1
210272,6,23,4
210273,6,30,18
210274,6,30,22
210275,6,7,13
210276,6,26,6
210277,6,26,5
210278,6,14,8
210279,6,13,4
210280,6,21,5
210281,6,24,7
210282,6,25,16
210283,6,28,18
210284,6,24,2
210285,6,30,4
210286,6,20,9
210287,6,23,11
210288,6,27,13
210289,6,27,16
210290,4,18,13
210291,4,26,19
210292,5,13,12
210293,6,7,15
210294,6,22,15
210295,6,11,14
210296,4,30,20
210297,2,27,19
210298,4,16,19
210299,4,23,12
210300,7,1,14
210301,7,1,22
210302,7,4,14
210303,7,5,2
210304,7,4,13
210305,7,6,19
210306,7,11,16
210307,7,3,17
210308,7,5,19
210309,7,12,5
210310,7,12,15
210311,7,13,9
210312,7,13,14
210313,7,15,0
210314,7,15,8
210315,7,17,2
210316,7,17,6
210317,7,14,21
210318,7,17,22
210319,7,19,16
210320,7,18,11
210321,7,20,17
210322,7,19,13
210323,7,20,18
210324,7,20,21
210325,7,21,7
210326,7,21,8
210327,7,23,0
210328,7,23,14
210329,7,3,16
210330,7,24,5
210331,7,26,15
210332,7,26,18
210333,7,26,23
210334,7,18,4
210335,7,1,19
210336,7,2,3
210337,7,2,12
210338,7,2,12
210339,7,10,10
210340,7,12,2
210341,7,14,17
210342,7,18,19
210343,7,23,21
210344,7,29,13
210345,7,31,19
210346,7,14,22
210347,7,16,14
210348,7,28,1
210349,7,3,3
210350,7,29,20
210351,7,27,8
210352,7,27,19
210353,7,30,23
210354,4,19,16
210355,4,30,4
210356,1,5,13
210357,6,24,14
210358,7,16,21
210359,7,23,21
210360,7,30,21
210361,7,2,21
210362,7,11,7
210363,7,23,9
210364,8,3,14
210365,8,3,15
210366,8,2,19
210367,8,4,3
210368,8,4,22
210369,8,3,21
210370,8,6,13
210371,8,7,18
210372,8,12,18
210373,8,13,9
210374,8,14,13
210375,8,15,17
210376,8,17,13
210377,8,16,21
210378,8,18,9
210379,8,18,14
210380,8,10,11
210381,8,20,15
210382,8,15,5
210383,8,18,18
210384,8,23,2
210385,8,23,8
210386,8,1,1
210387,8,6,8
210388,8,8,6
210389,8,8,18
210390,8,9,20
210391,8,20,0
210392,8,12,13
210393,8,14,4
210394,8,24,13
210395,8,27,7
210396,8,27,21
210397,8,14,15
210398,8,18,11
210399,8,26,11
210400,8,28,14
210401,8,30,17
210402,8,3,14
210403,8,29,0
210404,8,29,9
210405,8,30,16
210406,8,31,8
210407,8,17,1
210408,8,22,12
210409,8,10,16
210410,8,29,18
210411,8,27,23
210412,8,3,11
210413,8,26,12
210414,7,17,4
210415,8,23,11
210416,7,25,22
210417,5,19,16
210418,7,25,14
210419,6,29,14
210420,9,3,19
210421,9,4,3
210422,9,4,17
210423,9,5,12
210424,9,6,6
210426,9,1,8
210427,9,8,2
210428,9,8,12
210429,9,9,16
210430,9,10,1
210431,9,10,2
210432,9,7,12
210433,9,12,6
210434,9,6,10
210435,9,13,17
210436,9,13,18
210437,9,14,16
210438,9,16,20
210439,9,16,22
210440,9,17,11
210441,9,17,16
210442,9,17,23
210443,9,18,1
210444,9,17,20
210445,9,19,8
210446,9,19,22
210447,9,18,3
210448,9,20,13
210449,9,20,20
210450,9,21,13
210451,9,2,0
210452,9,7,20
210453,9,12,10
210454,9,13,14
210455,9,14,17
210456,9,16,13
210457,9,22,11
210458,9,23,7
210459,9,24,17
210460,9,25,19
210461,9,26,7
210462,9,26,10
210463,9,26,17
210465,9,24,7
210466,9,27,16
210468,9,17,19
210469,9,23,7
210470,9,29,8
210471,9,25,10
210472,9,27,12
210473,9,30,0
210474,9,30,17
210475,9,24,23
210476,9,28,19
210477,9,29,8
210478,9,30,13
210479,9,9,7
210480,9,29,13
210481,9,27,20
210482,9,8,15
210483,8,9,15
210484,8,11,13
210485,8,31,17
210486,8,26,9
210487,9,7,22
210488,9,12,18
210489,9,15,6
210490,9,26,7
210491,3,13,14
210492,6,2,6
210493,8,20,10
210494,8,29,22
210495,9,4,3
210496,9,17,13
210497,9,25,14
210498,9,27,19
210499,10,2,9
210500,10,2,16
210501,10,3,16
210502,10,3,19
210503,10,4,11
210504,10,4,21
210505,10,2,3
210506,10,6,10
210507,10,6,13
210508,10,6,16
210509,10,5,19
210510,10,7,13
210511,10,9,9
210512,10,4,0
210513,10,6,1
210514,10,6,20
210515,10,2,17
210516,10,9,20
210517,10,12,6
210518,10,12,20
210519,10,13,15
210520,10,14,12
210521,10,14,16
210522,10,15,20
210523,10,17,1
210524,10,14,20
210525,10,15,1
210526,10,17,8
210527,10,21,4
210528,10,21,13
210529,10,21,22
210530,10,22,8
210531,10,22,20
210532,10,23,7
210533,10,21,21
210534,10,19,21
210535,10,26,6
210536,10,27,15
210537,10,20,22
210538,10,28,15
210539,10,28,15
210540,10,30,0
210541,10,20,20
210542,10,23,2
210543,10,31,19
210544,10,9,19
210545,10,11,17
210546,10,14,2
210547,10,18,20
210548,10,20,6
210549,10,24,5
210550,10,26,13
210551,10,29,2
210552,10,31,5
210553,10,31,20
210554,10,31,14
210555,10,30,15
210556,10,31,8
210557,10,15,15
210558,10,26,16
210559,10,31,19
210560,10,13,17
210561,10,1,23
210562,10,4,20
210563,10,5,11
210564,10,15,18
210565,10,28,16
210566,1,9,12
210567,1,25,16
210568,11,2,20
210569,11,1,18
210570,11,1,20
210571,11,4,20
210572,11,5,2
210573,11,7,17
210574,11,8,15
210575,11,9,0
210576,11,9,18
210577,11,10,17
210578,11,10,21
210579,11,10,22
210580,11,10,23
210581,11,11,6
210582,11,11,10
210583,11,11,16
210584,11,10,21
210585,11,11,21
210586,11,6,4
210587,11,14,9
210588,11,14,16
210589,11,15,8
210590,11,14,20
210591,11,15,22
210592,11,15,11
210593,11,19,19
210594,11,19,10
210595,11,19,18
210596,11,20,5
210597,11,15,22
210598,11,17,20
210599,11,22,23
210600,11,16,19
210601,11,24,8
210602,11,24,13
210603,11,24,16
210604,11,24,23
210605,11,26,21
210606,11,27,12
210607,11,28,8
210608,11,29,15
210610,11,30,15
210611,11,30,20
210612,11,1,16
210613,11,4,20
210614,11,10,19
210615,11,11,6
210616,11,12,9
210617,11,13,16
210618,11,18,19
210619,11,19,1
210620,11,22,13
210621,11,25,21
210622,11,14,15
210623,11,5,7
210624,11,5,16
210625,11,9,0
210626,11,9,14
210627,11,15,13
210628,11,27,14
210629,11,5,19
210630,12,1,17
210631,12,2,23
210632,12,3,17
210633,12,2,12
210634,12,6,18
210635,12,7,6
210636,12,9,4
210637,12,11,9
210638,12,12,16
210639,12,7,6
210640,12,13,10
210641,12,14,18
210642,12,15,19
210643,12,14,13
210644,12,16,9
210645,12,16,15
210646,12,18,12
210647,12,18,4
210648,12,21,16
210649,12,22,17
210650,12,22,18
210651,12,23,4
210652,12,25,18
210653,12,14,18
210654,12,28,5
210655,12,30,19
210656,12,30,22
210657,12,7,7
210658,12,22,12
210659,12,26,2
210660,12,28,19
210662,12,9,14
210663,12,9,23
210664,12,13,16
210665,12,13,18
210666,12,16,8
210667,12,25,13
210668,12,28,7
210669,12,29,17
210670,5,16,21
210671,7,22,3
210672,9,14,18
210673,9,17,15
210674,9,23,19
210675,11,4,22
210676,11,10,7
210677,3,23,7
210678,6,15,22
210679,7,4,4
210680,8,30,18
210681,9,9,1
210682,9,14,15
210683,9,28,7
210684,10,7,10
210685,10,23,19
210686,8,31,6
210687,11,10,5
210688,10,26,15
210689,11,11,13
210690,2,12,12
210691,10,20,10
210692,11,8,9
210693,12,15,22
210694,12,12,16
210695,12,16,6
210696,8,17,11
210697,9,20,19
210698,10,5,14
210699,10,5,19
210700,10,17,7
210701,11,15,17
210702,11,4,7
210703,6,17,7
220001,1,1,20
220002,1,2,5
220003,1,2,0
220004,1,3,20
220005,1,4,16
220006,1,5,3
220007,1,5,7
220008,1,7,19
220009,1,8,17
220010,1,9,19
220011,1,11,12
220012,1,11,17
220013,1,16,20
220014,1,16,5
220015,1,23,21
220016,1,3,18
220017,1,6,18
220018,1,9,17
220019,1,8,3
220020,1,7,18
220021,1,11,6
220022,1,10,99
220023,1,1,1
220024,1,8,13
220025,1,12,7
220026,1,21,18
220027,1,24,19
220028,1,26,5
220029,1,20,12
220030,1,21,14
220031,1,27,18
220032,1,28,22
220033,1,31,17
220034,1,31,4
220035,1,24,6
220036,1,13,99
220037,1,15,20
220038,1,17,16
220039,1,22,21
220040,1,22,21
220041,1,23,20
220042,1,26,6
220043,1,27,20
220044,1,28,6
220045,1,15,0
220046,1,19,22
220047,1,26,21
220048,1,30,3
220049,2,1,16
220050,2,1,18
220051,2,2,6
220052,2,3,22
220053,2,4,0
220054,2,5,2
220055,2,7,15
220056,2,8,16
220057,2,8,21
220058,2,9,20
220059,2,10,21
220060,2,11,1
220061,2,14,4
220062,2,17,0
220063,2,22,19
220064,2,23,16
220065,2,26,9
220066,2,26,22
220067,2,27,4
220068,3,1,19
220069,1,2,8
220070,1,8,18
220071,1,11,6
220072,1,25,5
220073,2,12,21
220074,2,21,3
220075,2,2,20
220076,2,28,22
220077,3,1,0
220078,3,1,15
220079,3,2,3
220080,1,30,20
220081,2,1,7
220082,2,3,7
220083,2,3,7
220084,2,3,5
220085,2,3,7
220086,2,7,20
220087,2,8,20
220088,2,9,8
220089,2,10,18
220090,2,14,2
220091,2,17,0
220092,2,18,2
220093,2,18,3
220094,2,21,15
220095,2,22,18
220096,2,23,23
220097,2,26,23
220098,2,27,19
220099,3,9,19
220100,3,22,15
220101,1,1,6
220102,2,5,23
220103,2,9,4
220104,2,15,20
220105,3,3,2
220106,3,3,13
220107,3,4,23
220108,3,4,12
220109,3,4,5
220110,3,5,14
220111,3,6,20
220112,3,8,19
220113,3,10,3
220114,3,11,1
220115,3,18,22
220116,3,19,20
220117,3,2,18
220118,3,20,21
220119,2,17,12
220120,2,27,0
220122,3,5,23
220123,3,25,1
220124,3,26,17
220125,3,29,19
220126,3,31,21
220127,1,4,9
220128,1,11,17
220129,1,30,1
220130,2,22,10
220131,2,27,0
220132,2,28,16
220133,2,28,14
220134,3,4,10
220135,3,7,22
220136,3,8,17
220137,3,8,23
220138,3,9,13
220139,3,10,16
220140,3,14,10
220141,3,20,21
220142,3,22,22
220143,3,23,1
220144,3,24,11
220145,3,25,19
220146,3,26,16
220147,3,26,19
220148,3,29,17
220149,3,30,16
220150,3,30,13
220151,3,30,18
220152,3,30,7
220153,3,11,19
220154,4,2,16
220155,4,1,21
220156,4,5,3
220157,4,5,6
220159,4,9,20
220160,4,13,23
220161,4,13,15
220163,4,15,15
220164,4,1,20
220165,4,1,18
220166,4,3,2
220167,4,5,19
220168,4,7,23
220169,4,8,7
220170,4,8,11
220171,3,3,15
220172,4,7,7
220173,4,17,7
220174,4,17,18
220175,4,18,20
220176,4,27,1
220177,4,22,0
220178,4,25,8
220179,4,23,1
220180,4,26,20
220181,4,25,0
220182,4,28,1
220183,4,30,3
220184,4,22,21
220185,4,24,6
220186,4,26,12
220187,4,29,8
220188,4,30,23
220189,4,30,7
220190,4,30,22
220191,5,1,15
220192,5,2,5
220193,5,3,17
220194,5,4,5
220195,5,7,2
220196,5,7,18
220197,5,9,3
220198,4,2,15
220199,4,9,13
220200,4,10,12
220201,4,11,5
220202,4,14,17
220203,4,15,11
220204,4,15,20
220205,4,15,23
220206,4,16,6
220207,4,17,16
220208,4,18,20
220209,5,9,6
220210,2,27,4
220211,2,28,4
220212,3,5,3
220213,3,28,20
220215,4,12,21
220216,4,12,1
220217,4,14,16
220218,4,17,19
220219,4,22,16
220220,4,27,23
220221,4,27,16
220222,4,28,6
220223,4,29,8
220224,5,14,23
220225,5,18,2
220226,5,19,23
220227,5,1,17
220228,5,1,19
220229,5,3,0
220230,5,5,7
220231,5,6,22
220232,5,7,22
220233,5,12,4
220234,5,16,20
220235,5,19,21
220236,5,22,1
220237,5,22,4
220238,5,26,16
220239,5,28,15
220240,5,28,21
220241,5,30,1
220242,5,30,12
220243,5,30,22
220244,1,10,0
220245,1,15,2
220246,2,6,20
220247,2,14,21
220248,2,18,12
220249,3,2,18
220250,3,11,9
220251,3,30,10
220252,4,2,20
220253,4,4,8
220254,4,17,17
220255,4,20,8
220256,4,23,20
220257,4,29,19
220258,4,30,16
220259,4,30,14
220260,5,5,18
220261,5,9,8
220262,5,28,20
220263,6,3,2
220264,6,5,10
220265,6,7,2
220266,6,7,0
220267,4,25,17
220268,4,29,17
220269,5,7,22
220270,5,21,0
220271,5,31,7
220272,4,29,21
220273,5,5,17
220274,5,7,20
220275,5,9,18
220276,5,10,4
220277,5,11,5
220279,5,12,5
220280,5,10,9
220281,5,12,21
220282,5,13,17
220283,5,14,13
220284,5,15,18
220285,5,16,20
220286,6,14,5
220287,6,26,5
220288,5,17,15
220289,5,21,9
220290,5,21,16
220291,5,23,22
220292,5,24,7
220293,5,25,2
220294,5,26,21
220295,5,26,16
220296,3,22,21
220297,5,14,2
220298,5,13,10
220299,6,22,6
220300,6,3,16
220301,7,2,19
220302,7,10,22
220303,7,11,0
220304,7,20,15
220305,8,1,8
220306,5,28,2
220307,5,28,9
220308,5,31,17
220309,6,3,0
220310,6,5,0
220311,6,5,2
220312,6,11,4
220313,7,1,4
220314,7,9,23
220315,7,15,2
220316,1,9,2
220317,2,4,6
220318,3,23,22
220319,2,13,10
220320,2,2,16
220321,5,6,20
220322,5,7,3
220323,5,23,10
220324,5,24,4
220325,5,26,1
220326,3,24,2
220327,3,4,22
220328,3,27,20
220329,4,2,20
220330,4,30,23
220331,5,4,21
220332,5,5,22
220333,5,6,22
220334,5,21,14
220335,5,27,13
220336,6,1,16
220337,6,1,22
220340,6,4,8
220342,6,6,18
220343,6,6,8
220344,6,11,2
220345,6,11,2
220346,6,14,23
220348,6,16,14
220349,6,21,22
220350,6,17,23
220352,6,24,5
220353,6,19,2
220354,6,19,0
220355,6,21,6
220356,6,28,19
220357,6,24,23
220358,6,28,19
220359,5,27,11
220360,6,28,18
220361,7,1,3
220362,6,18,23
220363,6,4,13
220364,6,3,18
220365,6,16,14
220366,6,6,3
220367,6,11,14
220368,6,11,16
220369,6,12,19
220372,6,15,13
220373,6,20,16
220374,6,24,0
220375,6,24,17
220376,6,25,20
220377,6,28,16
220378,6,29,17
220379,7,4,17
220380,3,5,6
220381,5,10,19
220382,6,4,2
220384,7,3,7
220385,7,3,4
220386,7,7,6
220387,7,9,0
220388,7,10,3
220389,7,15,21
220390,7,23,2
220391,7,15,0
220392,7,19,0
220393,7,15,14
220394,7,6,11
220395,7,21,23
220396,7,25,7
220397,7,25,15
220398,7,26,1
220399,7,31,19
220400,1,10,7
220402,7,4,0
220403,7,9,21
220404,7,18,8
220405,7,30,18
220406,7,24,17
220407,7,2,1
220408,7,13,20
220409,7,8,22
220410,7,24,7
220411,7,14,16
220412,7,20,14
220413,7,10,6
220414,3,19,11
220415,6,15,23
220416,6,27,1
220417,7,10,5
220418,7,15,2
220419,7,19,13
220420,7,25,10
220421,2,1,18
220422,6,19,11
